,fips,first_case_date,first_death_date,first_case_week,first_death_week
0,60,,,,
1,66,2020-03-16,2020-03-22,2020-03-16,2020-03-16
2,69,2020-03-31,2020-04-01,2020-03-30,2020-03-30
3,72,2020-03-16,2020-03-21,2020-03-16,2020-03-16
4,78,2020-03-16,2020-04-05,2020-03-16,2020-03-30
5,1001,2020-03-24,2020-04-07,2020-03-23,2020-04-06
6,1003,2020-03-15,2020-03-29,2020-03-09,2020-03-23
7,1005,2020-04-03,2020-04-29,2020-03-30,2020-04-27
8,1007,2020-03-30,,2020-03-30,
9,1009,2020-03-25,,2020-03-23,
10,1011,2020-03-26,2020-05-06,2020-03-23,2020-05-04
11,1013,2020-03-25,2020-04-26,2020-03-23,2020-04-20
12,1015,2020-03-18,2020-04-17,2020-03-16,2020-04-13
13,1017,2020-03-19,2020-03-29,2020-03-16,2020-03-23
14,1019,2020-03-25,,2020-03-23,
15,1021,2020-03-25,2020-04-22,2020-03-23,2020-04-20
16,1023,2020-03-26,,2020-03-23,
17,1025,2020-04-02,2020-04-21,2020-03-30,2020-04-20
18,1027,2020-03-25,2020-04-26,2020-03-23,2020-04-20
19,1029,2020-03-25,2020-04-19,2020-03-23,2020-04-13
20,1031,2020-03-26,2020-04-21,2020-03-23,2020-04-20
21,1033,2020-03-25,2020-04-07,2020-03-23,2020-04-06
22,1035,2020-04-02,,2020-03-30,
23,1037,2020-03-26,2020-04-14,2020-03-23,2020-04-13
24,1039,2020-03-27,2020-04-17,2020-03-23,2020-04-13
25,1041,2020-03-27,,2020-03-23,
26,1043,2020-03-21,2020-04-01,2020-03-16,2020-03-30
27,1045,2020-04-02,,2020-03-30,
28,1047,2020-03-25,2020-04-15,2020-03-23,2020-04-13
29,1049,2020-03-26,2020-04-16,2020-03-23,2020-04-13
30,1051,2020-03-14,2020-04-17,2020-03-09,2020-04-13
31,1053,2020-03-28,2020-04-22,2020-03-23,2020-04-20
32,1055,2020-03-26,2020-04-01,2020-03-23,2020-03-30
33,1057,2020-03-30,,2020-03-30,
34,1059,2020-03-23,2020-04-14,2020-03-23,2020-04-13
35,1061,2020-04-08,,2020-04-06,
36,1063,2020-03-27,2020-04-28,2020-03-23,2020-04-27
37,1065,2020-03-30,2020-04-18,2020-03-30,2020-04-13
38,1067,2020-04-03,2020-04-24,2020-03-30,2020-04-20
39,1069,2020-03-23,2020-04-03,2020-03-23,2020-03-30
40,1071,2020-03-20,2020-03-25,2020-03-16,2020-03-23
41,1073,2020-03-13,2020-04-01,2020-03-09,2020-03-30
42,1075,2020-03-20,,2020-03-16,
43,1077,2020-03-20,2020-03-27,2020-03-16,2020-03-23
44,1079,2020-03-26,,2020-03-23,
45,1081,2020-03-16,2020-03-29,2020-03-16,2020-03-23
46,1083,2020-03-14,,2020-03-09,
47,1085,2020-03-26,2020-04-22,2020-03-23,2020-04-20
48,1087,2020-03-29,2020-04-07,2020-03-23,2020-04-06
49,1089,2020-03-14,2020-03-27,2020-03-09,2020-03-23
50,1091,2020-03-26,2020-04-07,2020-03-23,2020-04-06
51,1093,2020-03-21,2020-04-01,2020-03-16,2020-03-30
52,1095,2020-03-25,2020-04-06,2020-03-23,2020-04-06
53,1097,2020-03-19,2020-03-27,2020-03-16,2020-03-23
54,1099,2020-03-28,2020-04-07,2020-03-23,2020-04-06
55,1101,2020-03-13,2020-03-31,2020-03-09,2020-03-30
56,1103,2020-03-24,,2020-03-23,
57,1105,2020-04-05,,2020-03-30,
58,1107,2020-03-25,2020-04-22,2020-03-23,2020-04-20
59,1109,2020-03-25,,2020-03-23,
60,1111,2020-03-27,2020-04-03,2020-03-23,2020-03-30
61,1113,2020-03-25,,2020-03-23,
62,1115,2020-03-17,2020-05-06,2020-03-16,2020-05-04
63,1117,2020-03-16,2020-03-31,2020-03-16,2020-03-30
64,1119,2020-03-31,2020-04-23,2020-03-30,2020-04-20
65,1121,2020-03-19,2020-04-13,2020-03-16,2020-04-13
66,1123,2020-03-23,2020-03-31,2020-03-23,2020-03-30
67,1125,2020-03-14,2020-04-19,2020-03-09,2020-04-13
68,1127,2020-03-19,,2020-03-16,
69,1129,2020-03-20,2020-04-01,2020-03-16,2020-03-30
70,1131,2020-03-25,2020-04-19,2020-03-23,2020-04-13
71,1133,2020-03-27,,2020-03-23,
72,2013,,,,
73,2016,,,,
74,2020,2020-03-14,2020-03-28,2020-03-09,2020-03-23
75,2050,2020-04-07,,2020-04-06,
76,2060,,,,
77,2068,,,,
78,2070,,,,
79,2090,2020-03-17,2020-04-07,2020-03-16,2020-04-06
80,2100,,,,
81,2105,,,,
82,2110,2020-03-23,,2020-03-23,
83,2122,2020-03-23,2020-05-01,2020-03-23,2020-04-27
84,2130,2020-03-19,,2020-03-16,
85,2150,2020-04-16,,2020-04-13,
86,2158,,,,
87,2164,,,,
88,2170,2020-03-28,2020-05-01,2020-03-23,2020-04-27
89,2180,2020-04-15,,2020-04-13,
90,2185,,,,
91,2188,,,,
92,2195,2020-04-03,2020-05-01,2020-03-30,2020-04-27
93,2198,2020-04-11,,2020-04-06,
94,2220,2020-04-27,,2020-04-27,
95,2230,,,,
96,2240,2020-04-03,,2020-03-30,
97,2261,,,,
98,2275,,,,
99,2282,,,,
100,2290,2020-04-03,,2020-03-30,
101,4001,2020-03-21,2020-04-08,2020-03-16,2020-04-06
102,4003,2020-03-20,,2020-03-16,
103,4005,2020-03-19,2020-03-25,2020-03-16,2020-03-23
104,4007,2020-03-28,,2020-03-23,
105,4009,2020-03-14,,2020-03-09,
106,4011,2020-03-30,,2020-03-30,
107,4012,2020-03-26,2020-04-18,2020-03-23,2020-04-13
108,4013,2020-01-26,2020-03-21,2020-01-20,2020-03-16
109,4015,2020-03-26,2020-04-18,2020-03-23,2020-04-13
110,4017,2020-03-17,2020-04-02,2020-03-16,2020-03-30
111,4019,2020-03-10,2020-03-24,2020-03-09,2020-03-23
112,4021,2020-03-07,2020-04-18,2020-03-02,2020-04-13
113,4023,2020-03-20,,2020-03-16,
114,4025,2020-03-20,2020-04-12,2020-03-16,2020-04-06
115,4027,2020-03-20,2020-04-16,2020-03-16,2020-04-13
116,5001,2020-03-30,,2020-03-30,
117,5003,2020-03-29,,2020-03-23,
118,5005,2020-03-28,,2020-03-23,
119,5007,2020-03-22,,2020-03-16,
120,5009,2020-03-22,,2020-03-16,
121,5011,2020-03-22,2020-04-19,2020-03-16,2020-04-13
122,5013,,,,
123,5015,2020-04-02,,2020-03-30,
124,5017,2020-03-27,,2020-03-23,
125,5019,2020-03-22,,2020-03-16,
126,5021,2020-04-07,,2020-04-06,
127,5023,2020-03-22,2020-03-24,2020-03-16,2020-03-23
128,5025,2020-03-23,,2020-03-23,
129,5027,2020-03-22,2020-05-02,2020-03-16,2020-04-27
130,5029,2020-03-22,2020-03-30,2020-03-16,2020-03-30
131,5031,2020-03-22,2020-04-16,2020-03-16,2020-04-13
132,5033,2020-03-23,,2020-03-23,
133,5035,2020-03-22,2020-04-09,2020-03-16,2020-04-06
134,5037,2020-03-24,,2020-03-23,
135,5039,2020-04-06,,2020-04-06,
136,5041,2020-03-23,,2020-03-23,
137,5043,2020-03-26,2020-04-11,2020-03-23,2020-04-06
138,5045,2020-03-22,2020-03-30,2020-03-16,2020-03-30
139,5047,2020-04-07,,2020-04-06,
140,5049,2020-04-23,,2020-04-20,
141,5051,2020-03-22,2020-05-06,2020-03-16,2020-05-04
142,5053,2020-03-22,,2020-03-16,
143,5055,2020-03-22,,2020-03-16,
144,5057,2020-03-24,2020-04-09,2020-03-23,2020-04-06
145,5059,2020-03-25,,2020-03-23,
146,5061,2020-03-28,,2020-03-23,
147,5063,2020-03-22,,2020-03-16,
148,5065,2020-04-07,,2020-04-06,
149,5067,2020-04-14,,2020-04-13,
150,5069,2020-03-14,2020-04-09,2020-03-09,2020-04-06
151,5071,2020-03-28,,2020-03-23,
152,5073,2020-04-04,2020-04-26,2020-03-30,2020-04-20
153,5075,2020-03-23,2020-04-09,2020-03-23,2020-04-06
154,5077,2020-04-02,2020-04-14,2020-03-30,2020-04-13
155,5079,2020-03-23,2020-05-02,2020-03-23,2020-04-27
156,5081,,,,
157,5083,2020-04-07,2020-05-03,2020-04-06,2020-04-27
158,5085,2020-03-26,,2020-03-23,
159,5087,2020-04-09,,2020-04-06,
160,5089,2020-04-11,,2020-04-06,
161,5091,2020-04-01,2020-04-23,2020-03-30,2020-04-20
162,5093,2020-04-03,,2020-03-30,
163,5095,2020-04-03,,2020-03-30,
164,5097,2020-04-28,,2020-04-27,
165,5099,2020-03-29,,2020-03-23,
166,5101,2020-03-31,,2020-03-30,
167,5103,2020-04-04,,2020-03-30,
168,5105,2020-03-30,,2020-03-30,
169,5107,2020-04-05,2020-04-12,2020-03-30,2020-04-06
170,5109,2020-03-24,,2020-03-23,
171,5111,2020-03-22,2020-04-28,2020-03-16,2020-04-27
172,5113,2020-03-22,,2020-03-16,
173,5115,2020-03-22,,2020-03-16,
174,5117,2020-04-04,,2020-03-30,
175,5119,2020-03-22,2020-03-30,2020-03-16,2020-03-30
176,5121,2020-03-26,,2020-03-23,
177,5123,2020-03-31,,2020-03-30,
178,5125,2020-03-22,2020-04-09,2020-03-16,2020-04-06
179,5127,2020-04-01,,2020-03-30,
180,5129,2020-03-22,,2020-03-16,
181,5131,2020-03-22,,2020-03-16,
182,5133,2020-03-22,2020-04-30,2020-03-16,2020-04-27
183,5135,2020-04-04,,2020-03-30,
184,5137,2020-03-23,,2020-03-23,
185,5139,2020-03-22,2020-05-06,2020-03-16,2020-05-04
186,5141,2020-03-22,2020-04-09,2020-03-16,2020-04-06
187,5143,2020-03-18,2020-04-23,2020-03-16,2020-04-20
188,5145,2020-03-23,2020-04-21,2020-03-23,2020-04-20
189,5147,2020-03-22,,2020-03-16,
190,5149,2020-04-05,2020-05-04,2020-03-30,2020-05-04
191,6001,2020-03-03,2020-03-23,2020-03-02,2020-03-23
192,6003,2020-04-01,,2020-03-30,
193,6005,2020-03-21,,2020-03-16,
194,6007,2020-03-22,,2020-03-16,
195,6009,2020-03-11,,2020-03-09,
196,6011,2020-03-28,,2020-03-23,
197,6013,2020-03-04,2020-03-20,2020-03-02,2020-03-16
198,6015,2020-04-03,,2020-03-30,
199,6017,2020-03-23,,2020-03-23,
200,6019,2020-03-08,2020-04-04,2020-03-02,2020-03-30
201,6021,2020-03-29,,2020-03-23,
202,6023,2020-02-21,,2020-02-17,
203,6025,2020-03-12,2020-04-02,2020-03-09,2020-03-30
204,6027,2020-03-25,2020-04-24,2020-03-23,2020-04-20
205,6029,2020-03-17,2020-03-27,2020-03-16,2020-03-23
206,6031,2020-03-28,2020-04-12,2020-03-23,2020-04-06
207,6033,2020-04-06,,2020-04-06,
208,6035,,,,
209,6037,2020-01-26,2020-03-11,2020-01-20,2020-03-09
210,6039,2020-03-07,2020-03-28,2020-03-02,2020-03-23
211,6041,2020-03-10,2020-03-28,2020-03-09,2020-03-23
212,6043,2020-04-28,,2020-04-27,
213,6045,2020-03-19,,2020-03-16,
214,6047,2020-03-23,2020-04-06,2020-03-23,2020-04-06
215,6049,,,,
216,6051,2020-03-21,2020-04-01,2020-03-16,2020-03-30
217,6053,2020-03-17,2020-03-21,2020-03-16,2020-03-16
218,6055,2020-03-10,2020-04-02,2020-03-09,2020-03-30
219,6057,2020-03-16,2020-04-04,2020-03-16,2020-03-30
220,6059,2020-01-26,2020-03-25,2020-01-20,2020-03-23
221,6061,2020-03-02,2020-03-04,2020-03-02,2020-03-02
222,6063,2020-04-01,,2020-03-30,
223,6065,2020-03-08,2020-03-17,2020-03-02,2020-03-16
224,6067,2020-02-21,2020-03-11,2020-02-17,2020-03-09
225,6069,2020-02-03,2020-03-20,2020-02-03,2020-03-16
226,6071,2020-03-16,2020-03-25,2020-03-16,2020-03-23
227,6073,2020-02-11,2020-03-23,2020-02-10,2020-03-23
228,6075,2020-03-05,2020-03-25,2020-03-02,2020-03-23
229,6077,2020-03-11,2020-03-18,2020-03-09,2020-03-16
230,6079,2020-03-15,2020-04-05,2020-03-09,2020-03-30
231,6081,2020-03-02,2020-03-16,2020-03-02,2020-03-16
232,6083,2020-03-16,2020-04-02,2020-03-16,2020-03-30
233,6085,2020-01-31,2020-03-10,2020-01-27,2020-03-09
234,6087,2020-03-10,2020-03-29,2020-03-09,2020-03-23
235,6089,2020-03-09,2020-03-25,2020-03-09,2020-03-23
236,6091,,,,
237,6093,2020-03-22,,2020-03-16,
238,6095,2020-03-10,2020-04-03,2020-03-09,2020-03-30
239,6097,2020-03-02,2020-03-20,2020-03-02,2020-03-16
240,6099,2020-03-11,2020-04-11,2020-03-09,2020-04-06
241,6101,2020-03-26,2020-04-02,2020-03-23,2020-03-30
242,6103,2020-04-04,2020-04-15,2020-03-30,2020-04-13
243,6105,,,,
244,6107,2020-03-12,2020-03-29,2020-03-09,2020-03-23
245,6109,2020-03-31,,2020-03-30,
246,6111,2020-03-10,2020-03-23,2020-03-09,2020-03-23
247,6113,2020-03-06,2020-03-23,2020-03-02,2020-03-23
248,6115,2020-03-22,2020-04-11,2020-03-16,2020-04-06
249,8001,2020-03-12,2020-03-31,2020-03-09,2020-03-30
250,8003,2020-03-28,2020-04-11,2020-03-23,2020-04-06
251,8005,2020-03-10,2020-03-28,2020-03-09,2020-03-23
252,8007,2020-03-31,,2020-03-30,
253,8009,2020-03-27,,2020-03-23,
254,8011,,,,
255,8013,2020-03-13,2020-03-28,2020-03-09,2020-03-23
256,8014,2020-03-20,2020-03-31,2020-03-16,2020-03-30
257,8015,2020-03-21,2020-03-28,2020-03-16,2020-03-23
258,8017,,,,
259,8019,2020-03-16,2020-04-22,2020-03-16,2020-04-20
260,8021,,,,
261,8023,2020-03-28,,2020-03-23,
262,8025,2020-03-19,2020-03-19,2020-03-16,2020-03-16
263,8027,2020-04-03,,2020-03-30,
264,8029,2020-03-25,2020-04-08,2020-03-23,2020-04-06
265,8031,2020-03-06,2020-03-25,2020-03-02,2020-03-23
266,8033,,,,
267,8035,2020-03-07,2020-04-03,2020-03-02,2020-03-30
268,8037,2020-03-10,2020-03-21,2020-03-09,2020-03-16
269,8039,2020-03-21,2020-04-05,2020-03-16,2020-03-30
270,8041,2020-03-07,2020-03-13,2020-03-02,2020-03-09
271,8043,2020-03-25,,2020-03-23,
272,8045,2020-03-16,2020-03-31,2020-03-16,2020-03-30
273,8047,2020-04-10,,2020-04-06,
274,8049,2020-03-18,,2020-03-16,
275,8051,2020-03-10,2020-03-26,2020-03-09,2020-03-23
276,8053,2020-03-21,,2020-03-16,
277,8055,2020-03-25,,2020-03-23,
278,8057,,,,
279,8059,2020-03-11,2020-03-25,2020-03-09,2020-03-23
280,8061,,,,
281,8063,2020-03-26,2020-04-14,2020-03-23,2020-04-13
282,8065,2020-03-31,,2020-03-30,
283,8067,2020-03-25,,2020-03-23,
284,8069,2020-03-10,2020-03-26,2020-03-09,2020-03-23
285,8071,2020-04-04,,2020-03-30,
286,8073,2020-03-28,,2020-03-23,
287,8075,2020-03-23,2020-04-18,2020-03-23,2020-04-13
288,8077,2020-03-14,,2020-03-09,
289,8079,2020-03-29,,2020-03-23,
290,8081,2020-03-29,,2020-03-23,
291,8083,2020-03-29,2020-04-03,2020-03-23,2020-03-30
292,8085,2020-03-21,2020-04-04,2020-03-16,2020-03-30
293,8087,2020-03-20,2020-04-18,2020-03-16,2020-04-13
294,8089,2020-03-26,2020-04-24,2020-03-23,2020-04-20
295,8091,2020-04-05,2020-04-11,2020-03-30,2020-04-06
296,8093,2020-03-20,,2020-03-16,
297,8095,2020-03-31,,2020-03-30,
298,8097,2020-03-11,2020-03-29,2020-03-09,2020-03-23
299,8099,2020-04-10,,2020-04-06,
300,8101,2020-03-13,2020-03-28,2020-03-09,2020-03-23
301,8103,2020-04-04,,2020-03-30,
302,8105,2020-03-26,,2020-03-23,
303,8107,2020-03-13,2020-04-16,2020-03-09,2020-04-13
304,8109,2020-03-31,,2020-03-30,
305,8111,2020-04-26,,2020-04-20,
306,8113,2020-03-21,,2020-03-16,
307,8115,,,,
308,8117,2020-03-06,2020-04-12,2020-03-02,2020-04-06
309,8119,2020-03-24,2020-03-26,2020-03-23,2020-03-23
310,8121,2020-03-26,,2020-03-23,
311,8123,2020-03-13,2020-03-17,2020-03-09,2020-03-16
312,8125,2020-03-20,,2020-03-16,
313,9001,2020-03-10,2020-03-18,2020-03-09,2020-03-16
314,9003,2020-03-14,2020-03-22,2020-03-09,2020-03-16
315,9005,2020-03-11,2020-03-30,2020-03-09,2020-03-30
316,9007,2020-03-18,2020-03-26,2020-03-16,2020-03-23
317,9009,2020-03-14,2020-03-25,2020-03-09,2020-03-23
318,9011,2020-03-20,2020-03-31,2020-03-16,2020-03-30
319,9013,2020-03-19,2020-03-22,2020-03-16,2020-03-16
320,9015,2020-03-20,2020-04-04,2020-03-16,2020-03-30
321,10001,2020-03-18,2020-03-28,2020-03-16,2020-03-23
322,10003,2020-03-11,2020-03-28,2020-03-09,2020-03-23
323,10005,2020-03-17,2020-03-26,2020-03-16,2020-03-23
324,11001,2020-03-16,2020-03-20,2020-03-16,2020-03-16
325,12001,2020-03-11,2020-04-21,2020-03-09,2020-04-20
326,12003,2020-03-21,2020-04-08,2020-03-16,2020-04-06
327,12005,2020-03-21,2020-04-04,2020-03-16,2020-03-30
328,12007,2020-03-22,2020-04-12,2020-03-16,2020-04-06
329,12009,2020-03-17,2020-04-08,2020-03-16,2020-04-06
330,12011,2020-03-07,2020-03-17,2020-03-02,2020-03-16
331,12013,2020-03-31,,2020-03-30,
332,12015,2020-03-09,2020-04-03,2020-03-09,2020-03-30
333,12017,2020-03-15,2020-03-26,2020-03-09,2020-03-23
334,12019,2020-03-13,2020-03-18,2020-03-09,2020-03-16
335,12021,2020-03-11,2020-03-30,2020-03-09,2020-03-30
336,12023,2020-03-22,2020-04-28,2020-03-16,2020-04-27
337,12027,2020-03-22,2020-03-31,2020-03-16,2020-03-30
338,12029,2020-04-04,,2020-03-30,
339,12031,2020-03-13,2020-03-21,2020-03-09,2020-03-16
340,12033,2020-03-16,2020-04-04,2020-03-16,2020-03-30
341,12035,2020-03-22,2020-04-02,2020-03-16,2020-03-30
342,12037,2020-04-03,,2020-03-30,
343,12039,2020-03-19,,2020-03-16,
344,12041,2020-04-07,,2020-04-06,
345,12043,2020-03-30,2020-03-31,2020-03-30,2020-03-30
346,12045,2020-04-01,,2020-03-30,
347,12047,2020-04-06,,2020-04-06,
348,12049,2020-04-02,,2020-03-30,
349,12051,2020-03-29,2020-04-20,2020-03-23,2020-04-20
350,12053,2020-03-19,2020-04-08,2020-03-16,2020-04-06
351,12055,2020-03-22,2020-03-27,2020-03-16,2020-03-23
352,12057,2020-03-02,2020-03-26,2020-03-02,2020-03-23
353,12059,2020-03-31,,2020-03-30,
354,12061,2020-03-19,2020-04-10,2020-03-16,2020-04-06
355,12063,2020-03-19,,2020-03-16,
356,12065,2020-04-04,2020-04-12,2020-03-30,2020-04-06
357,12067,2020-04-09,,2020-04-06,
358,12069,2020-03-17,2020-04-02,2020-03-16,2020-03-30
359,12071,2020-03-07,2020-03-08,2020-03-02,2020-03-02
360,12073,2020-03-19,2020-03-19,2020-03-16,2020-03-16
361,12075,2020-03-28,,2020-03-23,
362,12077,2020-04-11,,2020-04-06,
363,12079,2020-04-02,2020-04-21,2020-03-30,2020-04-20
364,12081,2020-03-08,2020-03-18,2020-03-02,2020-03-16
365,12083,2020-03-21,2020-04-05,2020-03-16,2020-03-30
366,12085,2020-03-19,2020-04-09,2020-03-16,2020-04-06
367,12086,2020-03-12,2020-03-27,2020-03-09,2020-03-23
368,12087,2020-03-20,2020-04-03,2020-03-16,2020-03-30
369,12089,2020-03-11,2020-05-02,2020-03-09,2020-04-27
370,12091,2020-03-08,2020-03-31,2020-03-02,2020-03-30
371,12093,2020-04-02,,2020-03-30,
372,12095,2020-03-14,2020-03-17,2020-03-09,2020-03-16
373,12097,2020-03-14,2020-03-31,2020-03-09,2020-03-30
374,12099,2020-03-13,2020-03-23,2020-03-09,2020-03-23
375,12101,2020-03-11,2020-03-21,2020-03-09,2020-03-16
376,12103,2020-03-11,2020-03-25,2020-03-09,2020-03-23
377,12105,2020-03-17,2020-03-31,2020-03-16,2020-03-30
378,12107,2020-03-21,2020-04-03,2020-03-16,2020-03-30
379,12109,2020-03-12,2020-03-25,2020-03-09,2020-03-23
380,12111,2020-03-21,2020-03-27,2020-03-16,2020-03-23
381,12113,2020-03-05,2020-03-08,2020-03-02,2020-03-02
382,12115,2020-03-13,2020-03-25,2020-03-09,2020-03-23
383,12117,2020-03-12,2020-04-04,2020-03-09,2020-03-30
384,12119,2020-03-18,2020-04-02,2020-03-16,2020-03-30
385,12121,2020-03-27,2020-04-13,2020-03-23,2020-04-13
386,12123,2020-04-07,,2020-04-06,
387,12125,2020-03-31,,2020-03-30,
388,12127,2020-03-08,2020-03-29,2020-03-02,2020-03-23
389,12129,2020-03-30,2020-04-12,2020-03-30,2020-04-06
390,12131,2020-03-19,2020-05-04,2020-03-16,2020-05-04
391,12133,2020-03-27,,2020-03-23,
392,13001,2020-03-25,2020-04-22,2020-03-23,2020-04-20
393,13003,2020-04-07,2020-04-30,2020-04-06,2020-04-27
394,13005,2020-03-29,2020-04-16,2020-03-23,2020-04-13
395,13007,2020-03-24,2020-03-28,2020-03-23,2020-03-23
396,13009,2020-03-21,2020-03-31,2020-03-16,2020-03-30
397,13011,2020-03-30,,2020-03-30,
398,13013,2020-03-18,2020-03-28,2020-03-16,2020-03-23
399,13015,2020-03-12,2020-03-22,2020-03-09,2020-03-16
400,13017,2020-03-24,,2020-03-23,
401,13019,2020-03-30,,2020-03-30,
402,13021,2020-03-19,2020-04-02,2020-03-16,2020-03-30
403,13023,2020-03-31,,2020-03-30,
404,13025,2020-04-06,2020-04-07,2020-04-06,2020-04-06
405,13027,2020-03-29,2020-04-08,2020-03-23,2020-04-06
406,13029,2020-03-24,2020-04-01,2020-03-23,2020-03-30
407,13031,2020-03-29,2020-04-11,2020-03-23,2020-04-06
408,13033,2020-03-24,2020-04-11,2020-03-23,2020-04-06
409,13035,2020-03-22,2020-04-20,2020-03-16,2020-04-20
410,13037,2020-03-27,2020-04-01,2020-03-23,2020-03-30
411,13039,2020-03-13,2020-04-23,2020-03-09,2020-04-20
412,13043,2020-03-29,,2020-03-23,
413,13045,2020-03-20,2020-03-31,2020-03-16,2020-03-30
414,13047,2020-03-23,,2020-03-23,
415,13049,2020-03-11,,2020-03-09,
416,13051,2020-03-20,2020-03-31,2020-03-16,2020-03-30
417,13053,2020-03-28,,2020-03-23,
418,13055,2020-03-22,2020-04-07,2020-03-16,2020-04-06
419,13057,2020-03-09,2020-03-28,2020-03-09,2020-03-23
420,13059,2020-03-15,2020-03-25,2020-03-09,2020-03-23
421,13061,2020-03-31,2020-04-07,2020-03-30,2020-04-06
422,13063,2020-03-15,2020-03-28,2020-03-09,2020-03-23
423,13065,2020-03-22,,2020-03-16,
424,13067,2020-03-07,2020-03-12,2020-03-02,2020-03-09
425,13069,2020-03-23,2020-04-07,2020-03-23,2020-04-06
426,13071,2020-03-24,2020-03-31,2020-03-23,2020-03-30
427,13073,2020-03-18,2020-04-08,2020-03-16,2020-04-06
428,13075,2020-03-30,2020-04-17,2020-03-30,2020-04-13
429,13077,2020-03-13,2020-03-28,2020-03-09,2020-03-23
430,13079,2020-04-05,,2020-03-30,
431,13081,2020-03-24,2020-04-13,2020-03-23,2020-04-13
432,13083,2020-03-31,2020-04-03,2020-03-30,2020-03-30
433,13085,2020-03-20,2020-04-07,2020-03-16,2020-04-06
434,13087,2020-03-25,2020-04-19,2020-03-23,2020-04-13
435,13089,2020-03-10,2020-03-28,2020-03-09,2020-03-23
436,13091,2020-03-25,2020-04-27,2020-03-23,2020-04-27
437,13093,2020-03-30,2020-04-04,2020-03-30,2020-03-30
438,13095,2020-03-14,2020-03-18,2020-03-09,2020-03-16
439,13097,2020-03-20,2020-03-28,2020-03-16,2020-03-23
440,13099,2020-03-19,2020-03-20,2020-03-16,2020-03-16
441,13101,2020-04-07,,2020-04-06,
442,13103,2020-03-20,2020-04-06,2020-03-16,2020-04-06
443,13105,2020-04-03,,2020-03-30,
444,13107,2020-03-31,,2020-03-30,
445,13109,2020-04-13,,2020-04-13,
446,13111,2020-03-25,2020-04-20,2020-03-23,2020-04-20
447,13113,2020-03-10,2020-03-20,2020-03-09,2020-03-16
448,13115,2020-03-10,2020-03-20,2020-03-09,2020-03-16
449,13117,2020-03-16,2020-03-28,2020-03-16,2020-03-23
450,13119,2020-03-27,2020-04-30,2020-03-23,2020-04-27
451,13121,2020-03-03,2020-03-20,2020-03-02,2020-03-16
452,13123,2020-03-30,,2020-03-30,
453,13125,,,,
454,13127,2020-03-19,2020-04-23,2020-03-16,2020-04-20
455,13129,2020-03-13,2020-03-28,2020-03-09,2020-03-23
456,13131,2020-03-31,2020-04-14,2020-03-30,2020-04-13
457,13133,2020-03-24,2020-04-07,2020-03-23,2020-04-06
458,13135,2020-03-10,2020-03-21,2020-03-09,2020-03-16
459,13137,2020-03-27,2020-04-11,2020-03-23,2020-04-06
460,13139,2020-03-16,2020-04-15,2020-03-16,2020-04-13
461,13141,2020-04-07,2020-04-28,2020-04-06,2020-04-27
462,13143,2020-03-27,2020-04-14,2020-03-23,2020-04-13
463,13145,2020-03-24,2020-04-10,2020-03-23,2020-04-06
464,13147,2020-03-28,,2020-03-23,
465,13149,2020-03-20,2020-03-28,2020-03-16,2020-03-23
466,13151,2020-03-14,2020-03-28,2020-03-09,2020-03-23
467,13153,2020-03-18,2020-03-28,2020-03-16,2020-03-23
468,13155,2020-03-24,2020-04-23,2020-03-23,2020-04-20
469,13157,2020-03-25,2020-04-09,2020-03-23,2020-04-06
470,13159,2020-03-24,,2020-03-23,
471,13161,2020-04-06,2020-04-20,2020-04-06,2020-04-20
472,13163,2020-03-31,2020-04-10,2020-03-30,2020-04-06
473,13165,2020-03-28,2020-04-08,2020-03-23,2020-04-06
474,13167,2020-03-31,2020-04-10,2020-03-30,2020-04-06
475,13169,2020-03-25,,2020-03-23,
476,13171,2020-03-20,2020-04-28,2020-03-16,2020-04-27
477,13173,2020-04-02,2020-04-14,2020-03-30,2020-04-13
478,13175,2020-03-19,2020-04-10,2020-03-16,2020-04-06
479,13177,2020-03-12,2020-03-28,2020-03-09,2020-03-23
480,13179,2020-03-24,,2020-03-23,
481,13181,2020-03-21,,2020-03-16,
482,13183,2020-03-26,,2020-03-23,
483,13185,2020-03-12,2020-03-28,2020-03-09,2020-03-23
484,13187,2020-03-21,2020-04-27,2020-03-16,2020-04-27
485,13189,2020-03-28,2020-04-02,2020-03-23,2020-03-30
486,13191,2020-03-31,,2020-03-30,
487,13193,2020-03-24,2020-04-20,2020-03-23,2020-04-20
488,13195,2020-03-23,2020-03-31,2020-03-23,2020-03-30
489,13197,2020-04-03,2020-04-17,2020-03-30,2020-04-13
490,13199,2020-03-24,2020-04-28,2020-03-23,2020-04-27
491,13201,2020-03-20,,2020-03-16,
492,13205,2020-03-24,2020-03-31,2020-03-23,2020-03-30
493,13207,2020-03-20,2020-04-05,2020-03-16,2020-03-30
494,13209,2020-04-12,,2020-04-06,
495,13211,2020-03-23,,2020-03-23,
496,13213,2020-03-28,2020-05-01,2020-03-23,2020-04-27
497,13215,2020-03-19,2020-04-07,2020-03-16,2020-04-06
498,13217,2020-03-15,2020-04-03,2020-03-09,2020-03-30
499,13219,2020-03-20,2020-04-08,2020-03-16,2020-04-06
500,13221,2020-03-31,2020-04-02,2020-03-30,2020-03-30
501,13223,2020-03-16,2020-04-07,2020-03-16,2020-04-06
502,13225,2020-03-19,2020-03-30,2020-03-16,2020-03-30
